Function ID	Function Name	Soil microbial communitie 3300051019	Soil microbial communitie 3300051162	Soil microbial communitie 3300051161	Soil microbial communitie 3300051208	Soil microbial communitie 3300051207	Soil microbial communitie 3300051206	Soil microbial communitie 3300052722	Soil microbial communitie 3300052920	Soil microbial communitie 3300052919	Soil microbial communitie 3300056874	Soil microbial communitie 3300056859	Soil microbial communitie 3300056873	Soil microbial communitie 3300056968	Soil microbial communitie 3300056860	Soil microbial communitie 3300056967	Soil microbial communitie 3300060290	Soil microbial communitie 3300056875	Soil microbial communitie 3300056969	Soil microbial communitie 3300056594	Soil microbial communitie 3300056862	Soil microbial communitie 3300056861	Soil microbial communitie 3300056611	Soil microbial communitie 3300056619	Soil microbial communitie 3300056620	Soil microbial communitie 3300056618	Soil microbial communitie 3300056612	Soil microbial communitie 3300056595	Soil microbial communitie 3300060274	Soil microbial communitie 3300061209	Soil microbial communitie 3300061208	Soil microbial communitie 3300060272	Soil microbial communitie 3300060271	Soil microbial communitie 3300060275	Soil microbial communitie 3300060276	Soil microbial communitie 3300061215	Soil microbial communitie 3300061210	
KO:K02342	DNA polymerase III subunit epsilon [EC:2.7.7.7]	3647	2742	2735	4643	6063	9070	5116	5632	6612	3746	1150	3581	3057	6292	7211	1720	2322	6539	2931	4219	4147	1798	3726	2973	1718	4663	5560	4413	7223	9534	1291	4114	3164	2587	5648	6615	
KO:K02343	DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	10295	6724	4986	5321	7116	8466	7948	8858	6611	10231	2669	5928	7801	6875	7703	4644	4736	7393	7756	7529	5734	6787	7702	4800	8467	6719	6024	4610	10441	9787	2838	5284	5588	5369	8955	7380	
KO:K02346	DNA polymerase IV [EC:2.7.7.7]	9734	6029	4122	4427	6682	8685	7721	8395	5651	9568	2204	4815	6839	6644	7680	3986	3711	7143	7271	6589	4788	6273	6600	4354	7740	5440	5324	4505	9985	9221	2549	5039	5208	4750	8608	7264	
KO:K02347	DNA polymerase (family X)	12617	7393	4611	4107	5262	6146	8339	8598	4584	10574	2833	4586	8005	5310	5981	5237	4060	5740	8561	6645	3972	9157	8225	4490	10961	5637	4609	3160	10327	6667	3199	4604	5301	5632	8046	5592	
KO:K02348	ElaA protein	46	47	41	126	259	403	89	100	186	67	13	70	41	177	209	35	41	351	64	72	71	30	39	75	20	118	202	90	97	309	18	87	47	29	115	242	
KO:K02351	putative membrane protein	43	7	28	141	311	369	42	128	152	130	95	86	54	261	354	58	55	284	35	86	117	8	83	33	0	152	203	150	90	339	8	174	95	22	108	340	
KO:K02352	lactonase [EC:3.1.1.-]	498	410	358	234	131	49	591	515	198	628	183	214	624	139	130	302	337	54	431	556	192	221	484	216	338	299	84	95	896	182	325	263	436	470	685	87	
KO:K02355	elongation factor G	37675	25025	19740	19404	24860	28430	30929	33605	23631	39322	10618	23872	32237	26924	30492	19062	20329	27858	30158	32870	22412	25711	33020	21011	32461	25032	22457	18876	40928	35573	13827	22744	23961	22663	35546	28370	
KO:K02356	elongation factor P	8919	5961	3907	3583	5034	6363	6813	6953	4841	8760	2109	4409	6841	5728	6800	3506	3929	5790	6776	5796	4432	6227	6123	3999	7680	4932	4995	4017	9218	7425	2466	4347	4554	4412	7326	5880	
KO:K02357	elongation factor Ts	8617	5725	4031	4121	5474	6800	6862	7296	5256	8768	2096	5005	6907	5945	7028	3976	3953	6172	6652	6371	4499	5998	6630	4253	7352	5484	5018	4094	9400	7799	2520	4560	4725	4736	7841	6578	
KO:K02358	elongation factor Tu	21196	14961	13073	13083	16168	18484	18197	20033	15292	23394	8081	16035	20331	19079	21283	12365	14678	18964	18429	21591	15960	16101	21570	15763	20288	17425	15543	13737	26412	23075	9291	16140	15422	14355	23655	19155	
KO:K02359	beta-1,4-mannosyltransferase [EC:2.4.1.-]	118	70	29	0	0	5	50	41	0	63	14	33	44	4	0	38	0	0	81	36	0	72	34	6	90	7	0	4	73	9	10	5	28	31	42	5	
KO:K02361	isochorismate synthase [EC:5.4.4.2]	41	44	13	26	67	100	41	46	51	35	0	28	32	67	109	5	9	88	40	38	37	29	33	25	6	62	79	17	41	78	8	39	42	27	25	78	
KO:K02362	enterobactin synthetase component D [EC:6.3.2.14 2.7.8.-]	26	29	22	3	0	5	17	0	0	21	6	0	19	5	0	13	0	12	33	0	8	0	9	0	21	5	0	0	5	0	0	6	19	8	5	4	
KO:K02363	2,3-dihydroxybenzoate-AMP ligase [EC:6.3.2.14 2.7.7.58]	871	532	497	424	478	502	569	735	352	1342	393	689	968	522	757	711	604	673	600	942	560	683	1029	640	1159	628	494	305	964	621	392	503	478	634	1034	593	
KO:K02364	enterobactin synthetase component F [EC:6.3.2.14]	23	0	0	6	0	0	17	8	0	0	0	0	0	6	0	41	13	5	14	14	0	0	0	0	0	0	0	7	5	5	0	0	0	7	9	14	
KO:K02366	glucuronyl/N-acetylglucosaminyl transferase EXT1 [EC:2.4.1.224 2.4.1.225]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	
KO:K02371	enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]	4846	3386	1846	1008	1333	1415	3252	2901	1110	5080	1162	1150	4391	1313	1704	2208	1345	1251	4071	2535	1009	3193	3006	1319	4276	1460	1071	746	4441	1885	1231	1221	1942	2507	2850	1413	
KO:K02372	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	6393	3590	2452	3130	4144	5286	4972	5243	4064	6832	1658	3692	4668	4858	5838	2842	3002	4982	4856	4686	3604	4565	4945	2914	5826	3914	3987	3161	6892	6096	1791	3328	3216	3416	5699	4814	
KO:K02377	GDP-L-fucose synthase [EC:1.1.1.271]	5424	2901	2469	2571	3414	4285	4144	4689	3214	5513	1267	2959	4134	3685	4454	2334	2589	3674	4282	4045	2595	3797	4092	2634	5217	3038	2993	2579	5970	4955	1406	2660	2759	2825	4777	3917	
KO:K02379	FdhD protein	6645	3868	3155	3085	4094	4625	5276	5916	3591	6928	1719	3142	5558	3933	4597	3067	3169	3765	5353	4755	3003	5949	5265	3163	6906	3867	3386	2604	7097	5421	2209	3415	3653	3851	6083	4081	
KO:K02380	FdhE protein	1179	750	574	649	911	1020	1214	1461	975	1499	379	1258	1126	1014	1218	781	845	986	1063	1190	842	1237	1382	770	1421	916	916	650	1886	1413	447	823	825	1030	1603	1127	
KO:K02381	FdrA protein	3050	2564	1502	1105	1505	1544	2334	2804	1170	2827	667	1008	2553	1406	1516	1210	1184	1355	2286	1815	953	1974	1964	1047	2665	1387	1016	755	3599	1825	1037	1106	1662	1772	2755	1205	
KO:K02383	flagellar protein FlbB	395	212	97	22	18	0	175	176	27	291	58	77	148	9	5	103	92	0	240	119	24	150	94	35	159	56	0	0	252	11	72	21	81	100	151	8	
KO:K02384	flagellar protein FlbC	39	15	0	11	5	0	12	16	0	14	0	12	6	0	0	13	11	0	9	10	8	28	21	9	0	21	0	0	9	0	0	5	0	8	16	0	
KO:K02385	flagellar protein FlbD	800	476	251	153	206	201	430	408	187	886	120	247	476	322	291	242	262	249	571	373	158	370	380	168	463	199	174	144	550	385	175	248	292	294	501	215	
KO:K02386	flagellar basal body P-ring formation protein FlgA	666	347	343	427	803	939	633	696	589	973	329	796	573	734	951	484	434	860	468	611	630	314	657	406	514	549	596	465	842	1026	192	535	368	379	939	746	
KO:K02387	flagellar basal-body rod protein FlgB	1200	679	441	566	847	1022	966	1086	702	1673	417	1039	944	1084	1276	595	606	1053	902	993	814	709	947	580	779	865	920	644	1518	1217	326	695	630	560	1146	1070	
KO:K02388	flagellar basal-body rod protein FlgC	1614	845	610	747	1052	1212	1109	1238	859	2005	522	1259	1159	1300	1559	729	746	1319	1109	1104	985	848	1220	790	970	1106	1040	777	1742	1441	432	864	829	757	1386	1233	
KO:K02389	flagellar basal-body rod modification protein FlgD	1230	596	477	698	878	999	1013	1117	829	1461	346	1057	917	981	1229	583	683	1022	904	981	761	651	1109	644	710	827	853	609	1361	1316	299	763	690	614	1294	1081	
KO:K02390	flagellar hook protein FlgE	2179	1211	833	976	1405	1512	1922	1976	1347	2583	642	1858	1601	1535	1974	957	1047	1608	1475	1501	1170	1180	1640	996	1420	1274	1214	956	2342	2028	532	1163	1027	1015	2017	1677	
KO:K02391	flagellar basal-body rod protein FlgF	1521	737	690	700	1190	1338	1293	1270	897	1879	523	1347	1157	1294	1635	684	789	1236	1009	1210	952	818	1139	796	974	1023	1002	784	1764	1467	441	950	867	790	1569	1202	
KO:K02392	flagellar basal-body rod protein FlgG	1721	893	821	910	1218	1324	1457	1567	1079	2135	528	1580	1402	1267	1598	853	913	1219	1192	1447	995	867	1342	786	1198	1223	1093	821	1986	1690	430	974	924	878	1707	1416	
KO:K02393	flagellar L-ring protein FlgH	996	566	544	585	878	1104	918	1136	940	1200	358	1000	919	1005	1375	492	633	1271	744	881	794	565	906	600	744	906	846	598	1392	1347	342	764	647	640	1270	1147	
KO:K02394	flagellar P-ring protein FlgI	1871	1034	829	927	1357	1545	1785	1517	1245	2126	545	1661	1492	1447	1801	805	893	1626	1247	1445	1225	1002	1465	872	1218	1348	1260	994	2206	1894	530	1097	1035	1054	1945	1390	
KO:K02395	peptidoglycan hydrolase FlgJ	575	302	266	516	689	777	620	599	537	803	265	732	465	792	863	288	409	846	495	556	556	259	634	404	298	601	691	440	846	1084	225	523	450	295	802	710	
KO:K02396	flagellar hook-associated protein 1	2339	1229	1108	1016	1572	1921	1916	1983	1350	2721	686	1802	1707	1727	1981	1003	1092	1578	1669	1604	1131	1140	1652	1043	1354	1259	1430	930	2806	2260	490	1107	1139	959	2056	1799	
KO:K02397	flagellar hook-associated protein 3 FlgL	1679	819	584	640	1043	1239	1271	1301	830	1943	407	1292	1137	1206	1371	661	679	1169	1169	1000	883	805	1118	611	925	921	943	774	1663	1500	402	851	663	700	1365	1220	
KO:K02398	negative regulator of flagellin synthesis FlgM	609	366	312	459	588	667	639	738	709	734	159	610	440	678	783	236	377	636	436	604	480	328	483	396	435	472	516	407	911	881	197	443	548	391	637	659	
KO:K02399	flagellar biosynthesis protein FlgN	0	0	8	46	130	106	9	46	100	48	16	82	7	125	163	5	9	137	17	64	59	12	18	58	7	55	104	113	43	206	0	98	23	0	9	134	
KO:K02400	flagellar biosynthesis protein FlhA	3241	1648	1481	1750	2630	3040	2781	2997	2388	3627	931	3172	2454	2803	3327	1713	1766	2832	2169	2725	2238	1484	2743	1815	1905	2459	2342	1626	3379	3707	907	2002	1933	1553	3258	3098	
KO:K02401	flagellar biosynthesis protein FlhB	2028	1208	846	1144	1727	1669	1533	1658	1334	2271	645	1854	1613	1733	1960	953	1104	1708	1345	1628	1283	1132	1515	879	1315	1383	1395	998	2271	2079	653	1086	1103	1029	2053	1674	
KO:K02402	flagellar transcriptional activator FlhC	6	0	31	136	183	362	44	74	265	29	9	229	10	265	358	12	67	349	15	151	153	27	98	187	0	196	261	215	80	435	7	200	83	0	73	296	
KO:K02403	flagellar transcriptional activator FlhD	6	0	12	86	140	212	25	49	143	21	9	130	10	211	205	12	30	226	15	99	97	23	59	97	0	121	126	173	54	295	6	113	45	0	59	173	
KO:K02404	flagellar biosynthesis protein FlhF	1596	840	718	895	1060	1435	1449	1587	1312	1741	448	1498	1183	1276	1420	743	819	1140	1049	1120	872	1051	1047	755	1063	1191	946	769	1850	1750	453	789	849	722	1680	1244	
KO:K02405	RNA polymerase sigma factor FliA	3146	1695	1175	1680	2440	2696	2533	2765	2081	3094	689	2340	2352	2547	3039	1087	1553	2593	2311	2266	1764	2392	2636	1464	2617	1862	2012	1674	3403	3307	913	1739	1682	1412	2765	2602	
KO:K02406	flagellin	3602	1879	1173	1146	1984	2060	2337	2280	1459	4597	1028	2460	2615	1955	2469	1837	1444	2181	2704	1960	1618	1617	2580	1311	2276	1773	1682	1120	3154	2405	749	1569	1460	1684	2709	2161	
KO:K02407	flagellar hook-associated protein 2	1882	995	477	480	696	831	1050	1150	588	2149	414	957	1175	867	1006	654	614	832	1244	848	609	729	1025	527	946	637	609	480	1396	1026	346	605	629	545	1120	828	
KO:K02408	flagellar hook-basal body complex protein FliE	1243	694	448	600	823	997	957	890	726	1610	426	1010	988	1070	1195	632	621	1035	867	810	620	698	997	590	826	795	810	630	1368	1017	389	693	636	580	1122	984	
KO:K02409	flagellar M-ring protein FliF	2254	1187	970	1090	1721	1910	1772	2043	1464	2504	739	1986	1697	1803	2097	1082	1253	1825	1499	1777	1395	1039	1676	1119	1261	1637	1490	1167	2351	2204	626	1342	1307	1187	2280	1824	
KO:K02410	flagellar motor switch protein FliG	2489	1387	1042	1070	1482	1664	2070	2060	1298	2798	815	1894	1786	1756	1942	1222	1161	1713	1844	1704	1245	1253	1867	1046	1666	1519	1446	1037	2556	2215	694	1394	1284	1104	2278	1691	
KO:K02411	flagellar assembly protein FliH	1416	721	496	683	926	1089	1047	1245	861	1531	429	1077	896	920	1171	657	629	941	911	884	705	704	965	631	848	950	932	639	1503	1196	349	566	654	571	1228	1035	
KO:K02412	flagellum-specific ATP synthase [EC:7.4.2.8]	2449	1324	1241	1345	1952	1956	2088	2200	1783	2636	761	2107	1985	1924	2089	1133	1325	1954	1681	1872	1371	1125	1942	1245	1547	1766	1526	1293	2532	2492	665	1268	1197	1030	2444	1941	
KO:K02413	flagellar protein FliJ	1055	508	331	584	781	763	771	863	642	1106	394	707	830	901	1013	440	490	972	793	827	619	353	910	556	478	690	760	568	1166	1062	316	631	469	546	1026	947	
KO:K02414	flagellar hook-length control protein FliK	212	80	60	253	346	377	183	147	229	439	114	374	151	303	461	168	107	368	83	185	233	70	190	127	71	213	315	192	188	320	50	141	93	63	133	332	
KO:K02415	flagellar protein FliL	893	588	535	529	790	826	900	1002	672	1335	368	927	743	959	1054	638	584	882	704	930	659	470	758	492	629	730	738	524	1357	1073	327	613	570	619	963	881	
KO:K02416	flagellar motor switch protein FliM	1764	1030	807	894	1388	1389	1414	1527	1078	2327	674	1697	1410	1552	1817	900	890	1591	1308	1550	1090	966	1669	1017	1038	1223	1222	964	1912	1946	532	1126	1082	942	1806	1560	
KO:K02417	flagellar motor switch protein FliN	1798	943	675	780	1154	1369	1195	1397	1067	2115	491	1262	1112	1450	1666	723	817	1350	1142	1268	902	934	1294	743	1176	1124	1191	902	1655	1690	447	827	888	733	1491	1395	
KO:K02418	flagellar protein FliO/FliZ	586	366	339	583	784	1015	585	744	599	746	323	512	523	876	867	325	354	901	416	649	526	149	685	440	169	584	686	490	799	1132	185	582	446	339	811	1020	
KO:K02419	flagellar biosynthesis protein FliP	1583	848	748	875	1234	1402	1342	1575	1089	2249	602	1690	1198	1603	1743	732	962	1337	1225	1389	1174	973	1597	862	1141	1129	1191	804	1858	1812	456	1001	872	859	1608	1376	
KO:K02420	flagellar biosynthesis protein FliQ	1208	632	488	551	927	1074	1045	1239	725	1738	422	1139	937	1106	1331	524	636	1094	919	918	824	720	1096	617	888	859	946	629	1591	1360	315	787	716	616	1246	993	
KO:K02421	flagellar biosynthesis protein FliR	1548	805	577	761	1133	1299	1292	1375	1067	2094	466	1409	1193	1320	1678	669	683	1427	1094	1138	987	850	1183	797	1084	1137	1232	805	1725	1672	410	905	906	808	1564	1370	
KO:K02422	flagellar secretion chaperone FliS	1064	539	302	261	352	431	688	526	374	1383	321	497	588	507	527	427	289	484	735	428	307	509	493	238	743	337	424	259	819	573	191	290	291	333	630	434	
KO:K02423	flagellar protein FliT	7	0	0	43	99	193	31	14	114	19	8	118	13	140	121	9	15	145	17	29	87	7	28	35	6	47	71	42	30	174	0	51	13	0	13	86	
KO:K02424	L-cystine transport system substrate-binding protein	61	29	21	34	22	26	60	111	48	107	15	24	31	43	38	35	63	13	29	31	21	0	34	22	30	25	13	14	124	40	15	19	50	18	60	8	
KO:K02425	regulator of sigma S factor FliZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K02426	cysteine desulfuration protein SufE	391	326	205	375	634	776	439	577	312	493	132	326	424	698	960	185	287	864	416	396	385	43	612	379	178	511	610	455	785	805	136	517	326	309	692	780	
KO:K02427	23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]	3895	2115	1886	1997	2376	3003	3124	3667	2316	3402	877	2342	2780	2934	3098	1681	1689	2886	2814	2868	2202	4039	3256	2134	4122	2540	2400	1853	4192	3757	1440	2315	2402	1949	3446	2890	
KO:K02428	XTP/dITP diphosphohydrolase [EC:3.6.1.66]	10195	6182	3890	3590	4631	5744	6766	7164	4295	9009	1871	3835	6726	4423	5268	3656	3270	4479	7187	5340	3246	7724	6161	3459	9606	4434	3814	2857	9070	6468	2430	3765	4316	4393	7289	4911	
KO:K02429	MFS transporter, FHS family, L-fucose permease	3791	2282	1142	937	1311	1986	1642	2122	1802	3063	454	1955	1775	1571	2221	1051	934	1509	2541	1992	1180	957	1774	886	1672	1318	1497	1374	2442	2639	801	1537	1372	1079	2101	1763	
KO:K02430	DeoR family transcriptional regulator, L-fucose operon activator	15	19	5	8	14	16	15	18	9	36	0	12	0	6	15	6	6	10	0	9	7	10	10	16	10	17	11	8	9	10	4	0	7	16	8	0	
KO:K02431	L-fucose mutarotase [EC:5.1.3.29]	836	506	319	351	531	881	436	538	443	787	88	446	420	585	718	208	216	698	606	475	386	361	426	275	490	413	483	363	557	782	160	404	318	250	565	678	
KO:K02433	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	17576	10720	8393	9029	12923	15542	13557	14750	9981	16985	4543	8657	13938	12490	13958	8376	7687	13732	12768	12079	8948	11566	13386	8660	14841	10785	10534	8339	17301	16691	5113	9357	8960	8473	14940	13602	
KO:K02434	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]	12295	7975	6401	6163	8069	9976	9807	11366	7695	11942	3239	6503	10167	8159	9474	5612	6087	8119	9460	9427	6139	7969	9668	6301	10273	7386	6932	5708	13587	11649	4112	7164	7004	6960	11672	8841	
KO:K02435	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	6095	3656	2469	2645	3461	4347	4452	5049	3379	5590	1205	2663	4875	3878	4314	2174	2320	3957	4766	3937	2464	4274	4107	2315	5510	3255	3238	2702	6410	5260	1665	2775	2959	3065	5081	3892	
KO:K02436	DeoR family transcriptional regulator, galactitol utilization operon repressor	206	87	31	0	7	5	70	47	9	134	17	19	67	0	13	45	22	0	102	15	6	67	40	17	110	20	8	0	57	0	32	10	27	29	29	11	
KO:K02437	glycine cleavage system H protein	13277	8019	5005	4074	5495	7020	9530	9201	5470	11108	2893	4927	8637	5840	6950	4631	4847	5724	8465	7322	4397	11587	8515	4679	13276	5660	4914	3783	12689	8369	3457	4766	5761	5956	9916	5858	
KO:K02438	glycogen debranching enzyme [EC:3.2.1.196]	25	0	3	83	104	172	26	29	57	0	0	82	0	106	89	6	0	107	11	52	20	0	11	27	0	78	85	49	16	142	0	47	5	0	37	113	
KO:K02439	thiosulfate sulfurtransferase [EC:2.8.1.1]	7	0	10	61	60	233	30	122	165	20	0	64	4	193	242	9	21	174	17	108	128	0	59	55	0	103	117	155	71	247	3	158	93	8	87	184	
KO:K02440	glycerol uptake facilitator protein	1043	787	410	476	505	771	731	978	537	1060	213	459	799	731	732	362	403	552	718	710	393	577	674	323	970	492	509	398	932	774	250	445	489	498	795	551	
KO:K02441	GlpG protein	67	31	22	9	63	69	64	70	72	105	0	41	38	37	103	27	16	52	45	40	30	16	42	15	53	33	35	16	88	94	4	7	32	13	40	38	
KO:K02442	membrane protein GlpM	9	6	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5	0	0	0	0	5	0	0	0	0	0	0	5	19	0	12	0	0	0	0	
KO:K02443	glycerol uptake operon antiterminator	70	27	20	24	52	37	27	22	40	86	10	62	42	49	64	12	63	54	23	51	38	64	66	58	114	69	44	17	47	58	13	29	36	18	45	35	
KO:K02444	DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor	128	97	68	149	344	430	86	51	144	488	312	74	238	352	473	318	139	518	119	198	275	0	274	232	112	291	287	209	113	416	8	245	102	65	100	310	
KO:K02445	MFS transporter, OPA family, glycerol-3-phosphate transporter	638	415	285	312	565	890	520	732	565	689	75	554	456	732	844	335	177	754	451	489	475	405	502	278	365	543	572	356	742	898	170	412	402	226	610	586	
KO:K02446	fructose-1,6-bisphosphatase II [EC:3.1.3.11]	3034	1602	834	1162	1475	2129	1685	1931	1202	2693	531	936	1946	1538	1601	1224	1034	1634	1975	1614	898	2921	1927	1168	3472	1481	1295	943	2522	1880	770	1115	1242	1206	2051	1783	
KO:K02448	nitric oxide reductase NorD protein	1061	549	1052	2624	3144	4551	1953	2492	4022	883	401	2732	1087	3514	3977	543	1313	3638	847	2217	2373	718	1626	1611	769	2534	3033	2655	2423	5091	663	2210	1702	789	2530	3390	
KO:K02450	general secretion pathway protein A	10587	7146	6772	6510	8331	9622	9777	11681	8446	12160	3880	8733	9606	9472	10755	6681	7803	8749	8816	10154	7136	10994	12431	8066	9643	8139	7011	6066	14970	12238	4692	7105	7710	7514	13170	8312	
KO:K02451	general secretion pathway protein B	396	308	258	434	580	820	658	815	706	413	106	626	424	725	789	137	241	742	254	499	484	364	445	323	472	413	639	473	872	1056	139	384	383	263	724	666	
KO:K02452	general secretion pathway protein C	457	322	371	704	1004	1387	819	980	895	578	134	764	578	1112	1145	275	397	1180	445	766	807	496	706	597	371	842	1049	639	1300	1433	237	589	596	400	1016	1144	
KO:K02453	general secretion pathway protein D	6866	4097	2879	4042	6014	7808	6306	6537	5638	6746	1824	4889	4854	6868	7660	2950	3438	6837	5001	5826	4533	6197	5878	4177	6651	5072	5460	4211	8169	9100	1938	4607	3811	3552	6820	6467	
KO:K02454	general secretion pathway protein E [EC:7.4.2.8]	6614	4105	3761	5504	7358	10367	6992	7548	7668	7335	1864	6106	5760	8409	9089	3238	4628	8763	5196	7028	6207	5900	6829	5298	6932	6689	6874	5606	8537	11408	2466	5968	5166	4112	8165	7761	
KO:K02455	general secretion pathway protein F	3056	1824	1681	2835	3450	4695	3371	3800	3664	3018	903	2925	2698	4225	4354	1419	1958	4075	2300	3427	2812	2707	3375	2426	2893	3284	3367	2738	4678	5758	902	2807	2516	2035	4006	3823	
KO:K02456	general secretion pathway protein G	5480	3375	2128	2812	3851	4981	4587	4435	3588	5642	1199	3543	3718	5030	5622	2200	2286	4785	4161	4128	3104	4863	4135	2880	5587	3249	3969	3098	5979	5747	1513	2808	2667	2518	4785	4499	
KO:K02457	general secretion pathway protein H	783	531	469	918	916	1494	880	1163	1268	704	285	780	694	1276	1423	471	428	1479	575	963	787	639	848	574	758	912	1177	743	1408	1909	331	686	614	476	1122	1204	
KO:K02458	general secretion pathway protein I	1074	749	497	834	1143	1739	1327	1309	1284	1400	351	882	1036	1280	1517	637	548	1405	987	1022	849	1329	1159	722	1246	995	1171	786	1560	1910	372	838	653	634	1307	1242	
KO:K02459	general secretion pathway protein J	639	535	429	838	1319	1813	1095	1380	1374	975	189	755	711	1499	1467	512	608	1435	762	1063	832	765	1036	681	908	974	1216	726	1594	1812	274	868	807	639	1304	1316	
KO:K02460	general secretion pathway protein K	1923	1255	1021	1464	1975	2637	2042	2269	2099	2129	522	1541	1649	2162	2607	1160	1134	2233	1632	1812	1463	1722	2150	1203	1931	1833	1825	1302	2865	2987	761	1424	1551	1255	2520	2049	
KO:K02461	general secretion pathway protein L	325	313	527	1080	1558	2230	1124	1565	1810	688	249	917	582	1491	1742	327	543	1512	407	981	967	343	768	766	450	1166	1453	1052	1540	2283	298	884	790	531	1405	1428	
KO:K02462	general secretion pathway protein M	135	150	206	633	897	1237	622	876	1039	247	70	469	261	933	1152	92	242	977	138	608	626	142	295	370	65	622	840	731	908	1397	127	574	423	259	689	933	
KO:K02463	general secretion pathway protein N	88	71	79	193	383	536	235	236	380	117	43	259	86	393	427	67	117	441	86	263	201	44	191	208	8	248	399	220	334	517	26	183	139	67	182	376	
KO:K02466	glucitol operon activator protein	9	7	0	0	0	0	4	8	0	0	0	20	3	0	0	0	0	0	7	0	0	8	0	0	0	4	0	0	8	0	0	0	0	0	0	0	
KO:K02467	arabinose 5-phosphate isomerase [EC:5.3.1.13]	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K02468	DeoR family transcriptional regulator, glucitol operon repressor	0	0	0	0	0	0	0	0	0	5	0	0	25	0	12	0	12	0	0	4	0	0	0	0	0	0	7	0	0	6	6	8	0	0	0	0	
KO:K02469	DNA gyrase subunit A [EC:5.6.2.2]	23097	15535	12872	12639	16223	18616	19155	20867	14292	23794	6737	14190	19879	16016	17985	11885	12363	16590	17906	19435	13325	15383	20244	12870	17956	16031	14120	11650	25630	23310	8747	14265	14768	13996	22330	17716	
KO:K02470	DNA gyrase subunit B [EC:5.6.2.2]	19683	12273	10766	10587	13687	15956	15343	17779	13360	20471	5613	11969	15731	14623	16640	10231	11061	14877	15839	16985	12022	12928	17056	11166	14906	13521	12277	10373	21245	19791	7317	12632	12656	11538	18256	15725	
KO:K02471	vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein	831	625	785	1647	2921	3354	1427	2370	2126	1894	603	1708	1505	3100	4007	999	1037	3412	786	2292	2060	210	2031	1630	401	2360	2499	1941	2051	3696	494	2135	1371	1011	2026	3353	
KO:K02472	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC:1.1.1.336]	4893	2486	1696	971	1299	1306	2556	2868	1039	3220	829	1086	2784	1363	1571	1529	1313	1221	2969	2263	1043	4637	2328	1109	4914	1483	1144	974	3378	1731	1097	1351	1918	1832	2686	1368	
KO:K02473	UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine 4-epimerase [EC:5.1.3.7 5.1.3.-]	674	429	287	587	800	1174	482	645	921	593	121	646	475	1146	1273	301	350	1047	529	673	613	682	775	452	728	651	982	693	828	1471	125	654	376	344	706	1037	
KO:K02474	UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.136 1.1.1.-]	1332	878	800	1336	1864	2845	1606	1820	1908	1583	526	1038	1038	2181	2890	705	600	2302	1115	1595	1275	357	1338	1112	514	1480	1706	1527	2357	2902	386	1398	1101	805	1855	2400	
KO:K02475	two-component system, CitB family, response regulator	0	0	0	0	0	16	9	22	17	0	0	7	0	15	21	4	5	19	0	15	0	0	0	5	0	6	4	9	30	31	0	10	16	5	15	5	
KO:K02476	two-component system, CitB family, sensor kinase [EC:2.7.13.3]	0	8	0	0	50	66	7	0	11	12	0	32	0	17	23	0	5	35	9	0	20	5	6	0	0	14	7	5	27	55	0	0	0	0	4	55	
KO:K02477	two-component system, LytTR family, response regulator	2616	1568	760	780	1582	1887	1619	1649	1270	2288	455	1188	1058	1544	2146	670	471	1643	1543	1223	995	923	1204	749	975	917	1036	866	2199	1800	542	1152	928	878	1673	1918	
KO:K02478	two-component system, LytTR family, sensor kinase [EC:2.7.13.3]	2014	1284	651	828	1465	2000	1328	1640	1285	1657	385	1103	940	1482	2140	641	562	1402	1403	1125	1024	729	977	546	1007	951	1095	935	1970	1845	398	1160	874	819	1465	1664	
KO:K02479	two-component system, NarL family, response regulator	190	164	86	70	152	93	116	148	104	303	43	55	80	134	136	71	133	133	166	103	54	34	100	60	120	83	94	102	215	187	33	122	87	77	87	169	
